NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0
0,0,0,0,0,-0
2.2204e-016,-1.6653e-016,-1.1102e-016,-33.693,0,0
0,0,0,0,0,-0
0,-5.2736e-016,2.2204e-016,22.835,0,0
0,0,0,0,0,-0
2.2204e-016,-8.3267e-016,-1.1102e-016,-7.5952,0,0
0,0,0,0,0,-0
2.2204e-016,-1.9151e-015,0,0,0,0
0,0,0,0,0,-0
2.2204e-016,-3.636e-015,0,0,0,0
0,0,0,0,0,-0
0,-7.494e-015,-3.3307e-016,-2.545,0,0
0,0,0,0,0,-0
0,-1.4849e-014,-1.2212e-015,-4.7019,0,0
0,0,0,0,0,-0
2.2204e-016,-2.9643e-014,-3.1086e-015,-5.9871,0,0
0,0,0,0,0,-0
2.2204e-016,-5.9563e-014,-6.1062e-015,-5.8537,0,0
0,0,0,0,0,-0
-2.2204e-016,-1.1935e-013,-1.2323e-014,-5.8957,0,0
0,0,0,0,0,-0
2.2204e-016,-2.3909e-013,-2.498e-014,-5.9651,0,0
0,0,0,0,0,-0
0,-4.7884e-013,-5.0071e-014,-5.97,0,0
0,0,0,0,0,-0
0,-9.5957e-013,-1.007e-013,-5.9912,0,0
0,0,0,0,0,-0
0,-1.9228e-012,-2.0162e-013,-5.9865,0,0
0,0,0,0,0,-0
2.2204e-016,-3.8535e-012,-4.0423e-013,-5.9889,0,0
0,0,0,0,0,-0
-2.2204e-016,-7.724e-012,-8.1024e-013,-5.9888,0,0
0,0,0,0,0,-0
0,-1.5484e-011,-1.6245e-012,-5.9895,0,0
0,0,0,0,0,-0
2.2204e-016,-3.1045e-011,-3.257e-012,-5.9894,0,0
0,0,0,0,0,-0
0,-6.2254e-011,-6.5303e-012,-5.9887,0,0
0,0,0,0,0,-0
0,-1.2485e-010,-1.3098e-011,-5.989,0,0
0,0,0,0,0,-0
-2.2204e-016,-2.5044e-010,-2.6272e-011,-5.989,0,0
0,0,0,0,0,-0
0,-5.0243e-010,-5.2707e-011,-5.9891,0,0
0,0,0,0,0,-0
-2.2204e-016,-1.0081e-009,-1.0576e-010,-5.989,0,0
0,0,0,0,0,-0
2.2204e-016,-2.0232e-009,-2.1224e-010,-5.989,0,0
0,0,0,0,0,-0
2.2204e-016,-4.0608e-009,-4.2599e-010,-5.989,0,0
0,0,0,0,0,-0
-2.2204e-016,-8.1522e-009,-8.5519e-010,-5.989,0,0
0,0,0,0,0,-0
0,-1.6369e-008,-1.7171e-009,-5.989,0,8.5384e-007
0,0,0,0,0,-0
-2.2204e-016,-3.2872e-008,-3.4484e-009,-5.989,0,1.4789e-006
0,0,0,0,0,-0
-1.3323e-015,-6.6028e-008,-6.9265e-009,-5.989,0,2.7001e-006
0,0,0,0,0,-0
-6.2172e-015,-1.3265e-007,-1.3915e-008,-5.989,0,5.4672e-006
0,0,0,0,0,-0
-2.5979e-014,-2.6655e-007,-2.7962e-008,-5.989,0,1.1001e-005
0,0,0,0,0,-0
-1.0347e-013,-5.3571e-007,-5.6198e-008,-5.9891,0,2.2068e-005
0,0,0,0,0,-0
-4.19e-013,-1.0769e-006,-1.1297e-007,-5.9891,0,4.4342e-005
0,0,0,0,0,-0
-1.6942e-012,-2.1653e-006,-2.2715e-007,-5.9891,0,8.9168e-005
0,0,0,0,0,-0
-6.8519e-012,-4.3547e-006,-4.5684e-007,-5.9893,0,0.00017933
0,0,0,0,0,-0
-2.7725e-011,-8.7598e-006,-9.1901e-007,-5.9895,0,0.00036073
0,0,0,0,0,-0
-1.1224e-010,-1.7625e-005,-1.8492e-006,-5.99,0,0.00072581
0,0,0,0,0,-0
-4.5461e-010,-3.5471e-005,-3.7223e-006,-5.991,0,0.0014607
0,0,0,0,0,-0
-1.8422e-009,-7.1405e-005,-7.4956e-006,-5.993,0,0.0029405
0,0,0,0,0,-0
-7.4691e-009,-0.00014378,-1.5103e-005,-5.997,0,0.0059208
0,0,0,0,0,-0
-3.0297e-008,-0.00028957,-3.0458e-005,-6.005,0,0.011925
0,0,0,0,0,-0
-1.2295e-007,-0.00058332,-6.1522e-005,-6.0211,0,0.024023
0,0,0,0,0,-0
-29297,21.73,2.3043,-6.0535,0,-179.97
0,0,0,0,0,-0
-4.94,0.065858,-0.50945,-7.3666,-171.76,0
0,0,0,0,0,-0
-4.9393,0.065793,-0.50899,-7.3658,-171.76,0
0,0,0,0,0,-0
-4.939,0.06577,-0.50887,-7.365,-171.77,0
0,0,0,0,0,-0
-4.9389,0.065757,-0.50882,-7.3643,-171.77,0
0,0,0,0,0,-0
-4.9388,0.065749,-0.50881,-7.3635,-171.77,0
0,0,0,0,0,-0
-4.9388,0.065742,-0.50882,-7.3627,-171.77,0
0,0,0,0,0,-0
-4.9388,0.065737,-0.50883,-7.362,-171.77,0
0,0,0,0,0,-0
-4.9387,0.065733,-0.50885,-7.3612,-171.76,0
0,0,0,0,0,-0
2.2204e-016,-1.6653e-016,-1.1102e-016,-33.693,0,0
0,0,0,0,0,-0
0,-5.2736e-016,2.2204e-016,22.835,0,0
0,0,0,0,0,-0
2.2204e-016,-8.3267e-016,-1.1102e-016,-7.5952,0,0
0,0,0,0,0,-0
2.2204e-016,-1.9151e-015,0,0,0,0
0,0,0,0,0,-0
2.2204e-016,-3.636e-015,0,0,0,0
0,0,0,0,0,-0
0,-7.494e-015,-3.3307e-016,-2.545,0,0
0,0,0,0,0,-0
0,-1.4849e-014,-1.2212e-015,-4.7019,0,0
0,0,0,0,0,-0
2.2204e-016,-2.9643e-014,-3.1086e-015,-5.9871,0,0
0,0,0,0,0,-0
2.2204e-016,-5.9563e-014,-6.1062e-015,-5.8537,0,0
0,0,0,0,0,-0
-2.2204e-016,-1.1935e-013,-1.2323e-014,-5.8957,0,0
0,0,0,0,0,-0
2.2204e-016,-2.3909e-013,-2.498e-014,-5.9651,0,0
0,0,0,0,0,-0
0,-4.7884e-013,-5.0071e-014,-5.97,0,0
0,0,0,0,0,-0
0,-9.5957e-013,-1.007e-013,-5.9912,0,0
0,0,0,0,0,-0
0,-1.9228e-012,-2.0162e-013,-5.9865,0,0
0,0,0,0,0,-0
2.2204e-016,-3.8535e-012,-4.0423e-013,-5.9889,0,0
0,0,0,0,0,-0
-2.2204e-016,-7.724e-012,-8.1024e-013,-5.9888,0,0
0,0,0,0,0,-0
0,-1.5484e-011,-1.6245e-012,-5.9895,0,0
0,0,0,0,0,-0
2.2204e-016,-3.1045e-011,-3.257e-012,-5.9894,0,0
0,0,0,0,0,-0
0,-6.2254e-011,-6.5303e-012,-5.9887,0,0
0,0,0,0,0,-0
0,-1.2485e-010,-1.3098e-011,-5.989,0,0
0,0,0,0,0,-0
-2.2204e-016,-2.5044e-010,-2.6272e-011,-5.989,0,0
0,0,0,0,0,-0
0,-5.0243e-010,-5.2707e-011,-5.9891,0,0
0,0,0,0,0,-0
-2.2204e-016,-1.0081e-009,-1.0576e-010,-5.989,0,0
0,0,0,0,0,-0
2.2204e-016,-2.0232e-009,-2.1224e-010,-5.989,0,0
0,0,0,0,0,-0
2.2204e-016,-4.0608e-009,-4.2599e-010,-5.989,0,0
0,0,0,0,0,-0
-2.2204e-016,-8.1522e-009,-8.5519e-010,-5.989,0,0
0,0,0,0,0,-0
0,-1.6369e-008,-1.7171e-009,-5.989,0,8.5384e-007
0,0,0,0,0,-0
-2.2204e-016,-3.2872e-008,-3.4484e-009,-5.989,0,1.4789e-006
0,0,0,0,0,-0
-1.3323e-015,-6.6028e-008,-6.9265e-009,-5.989,0,2.7001e-006
0,0,0,0,0,-0
-6.2172e-015,-1.3265e-007,-1.3915e-008,-5.989,0,5.4672e-006
0,0,0,0,0,-0
-2.5979e-014,-2.6655e-007,-2.7962e-008,-5.989,0,1.1001e-005
0,0,0,0,0,-0
-1.0347e-013,-5.3571e-007,-5.6198e-008,-5.9891,0,2.2068e-005
0,0,0,0,0,-0
-4.19e-013,-1.0769e-006,-1.1297e-007,-5.9891,0,4.4342e-005
0,0,0,0,0,-0
-1.6942e-012,-2.1653e-006,-2.2715e-007,-5.9891,0,8.9168e-005
0,0,0,0,0,-0
-6.8519e-012,-4.3547e-006,-4.5684e-007,-5.9893,0,0.00017933
0,0,0,0,0,-0
-2.7725e-011,-8.7598e-006,-9.1901e-007,-5.9895,0,0.00036073
0,0,0,0,0,-0
-1.1224e-010,-1.7625e-005,-1.8492e-006,-5.99,0,0.00072581
0,0,0,0,0,-0
-4.5461e-010,-3.5471e-005,-3.7223e-006,-5.991,0,0.0014607
0,0,0,0,0,-0
-1.8422e-009,-7.1405e-005,-7.4956e-006,-5.993,0,0.0029405
0,0,0,0,0,-0
-7.4691e-009,-0.00014378,-1.5103e-005,-5.997,0,0.0059208
0,0,0,0,0,-0
-3.0297e-008,-0.00028957,-3.0458e-005,-6.005,0,0.011925
0,0,0,0,0,-0
-1.2295e-007,-0.00058332,-6.1522e-005,-6.0211,0,0.024023
0,0,0,0,0,-0
-29297,21.73,2.3043,-6.0535,0,-179.97
0,0,0,0,0,-0
-4.94,0.065858,-0.50945,-7.3666,-171.76,0
0,0,0,0,0,-0
-4.9393,0.065793,-0.50899,-7.3658,-171.76,0
0,0,0,0,0,-0
-4.939,0.06577,-0.50887,-7.365,-171.77,0
0,0,0,0,0,-0
-4.9389,0.065757,-0.50882,-7.3643,-171.77,0
0,0,0,0,0,-0
-4.9388,0.065749,-0.50881,-7.3635,-171.77,0
0,0,0,0,0,-0
-4.9388,0.065742,-0.50882,-7.3627,-171.77,0
0,0,0,0,0,-0
-4.9388,0.065737,-0.50883,-7.362,-171.77,0
0,0,0,0,0,-0
-4.9387,0.065733,-0.50885,-7.3612,-171.76,0
0,0,0,0,0,-0
2.2204e-016,-1.6653e-016,-1.1102e-016,-33.693,0,0
0,0,0,0,0,-0
0,-5.2736e-016,2.2204e-016,22.835,0,0
0,0,0,0,0,-0
2.2204e-016,-8.3267e-016,-1.1102e-016,-7.5952,0,0
0,0,0,0,0,-0
2.2204e-016,-1.9151e-015,0,0,0,0
0,0,0,0,0,-0
2.2204e-016,-3.636e-015,0,0,0,0
0,0,0,0,0,-0
0,-7.494e-015,-3.3307e-016,-2.545,0,0
0,0,0,0,0,-0
0,-1.4849e-014,-1.2212e-015,-4.7019,0,0
0,0,0,0,0,-0
2.2204e-016,-2.9643e-014,-3.1086e-015,-5.9871,0,0
0,0,0,0,0,-0
2.2204e-016,-5.9563e-014,-6.1062e-015,-5.8537,0,0
0,0,0,0,0,-0
-2.2204e-016,-1.1935e-013,-1.2323e-014,-5.8957,0,0
0,0,0,0,0,-0
2.2204e-016,-2.3909e-013,-2.498e-014,-5.9651,0,0
0,0,0,0,0,-0
0,-4.7884e-013,-5.0071e-014,-5.97,0,0
0,0,0,0,0,-0
0,-9.5957e-013,-1.007e-013,-5.9912,0,0
0,0,0,0,0,-0
0,-1.9228e-012,-2.0162e-013,-5.9865,0,0
0,0,0,0,0,-0
2.2204e-016,-3.8535e-012,-4.0423e-013,-5.9889,0,0
0,0,0,0,0,-0
-2.2204e-016,-7.724e-012,-8.1024e-013,-5.9888,0,0
0,0,0,0,0,-0
0,-1.5484e-011,-1.6245e-012,-5.9895,0,0
0,0,0,0,0,-0
2.2204e-016,-3.1045e-011,-3.257e-012,-5.9894,0,0
0,0,0,0,0,-0
0,-6.2254e-011,-6.5303e-012,-5.9887,0,0
0,0,0,0,0,-0
0,-1.2485e-010,-1.3098e-011,-5.989,0,0
0,0,0,0,0,-0
-2.2204e-016,-2.5044e-010,-2.6272e-011,-5.989,0,0
0,0,0,0,0,-0
0,-5.0243e-010,-5.2707e-011,-5.9891,0,0
0,0,0,0,0,-0
-2.2204e-016,-1.0081e-009,-1.0576e-010,-5.989,0,0
0,0,0,0,0,-0
2.2204e-016,-2.0232e-009,-2.1224e-010,-5.989,0,0
0,0,0,0,0,-0
2.2204e-016,-4.0608e-009,-4.2599e-010,-5.989,0,0
0,0,0,0,0,-0
-2.2204e-016,-8.1522e-009,-8.5519e-010,-5.989,0,0
0,0,0,0,0,-0
0,-1.6369e-008,-1.7171e-009,-5.989,0,8.5384e-007
0,0,0,0,0,-0
-2.2204e-016,-3.2872e-008,-3.4484e-009,-5.989,0,1.4789e-006
0,0,0,0,0,-0
-1.3323e-015,-6.6028e-008,-6.9265e-009,-5.989,0,2.7001e-006
0,0,0,0,0,-0
-6.2172e-015,-1.3265e-007,-1.3915e-008,-5.989,0,5.4672e-006
0,0,0,0,0,-0
-2.5979e-014,-2.6655e-007,-2.7962e-008,-5.989,0,1.1001e-005
0,0,0,0,0,-0
-1.0347e-013,-5.3571e-007,-5.6198e-008,-5.9891,0,2.2068e-005
0,0,0,0,0,-0
-4.19e-013,-1.0769e-006,-1.1297e-007,-5.9891,0,4.4342e-005
0,0,0,0,0,-0
-1.6942e-012,-2.1653e-006,-2.2715e-007,-5.9891,0,8.9168e-005
0,0,0,0,0,-0
-6.8519e-012,-4.3547e-006,-4.5684e-007,-5.9893,0,0.00017933
0,0,0,0,0,-0
-2.7725e-011,-8.7598e-006,-9.1901e-007,-5.9895,0,0.00036073
0,0,0,0,0,-0
-1.1224e-010,-1.7625e-005,-1.8492e-006,-5.99,0,0.00072581
0,0,0,0,0,-0
-4.5461e-010,-3.5471e-005,-3.7223e-006,-5.991,0,0.0014607
0,0,0,0,0,-0
-1.8422e-009,-7.1405e-005,-7.4956e-006,-5.993,0,0.0029405
0,0,0,0,0,-0
-7.4691e-009,-0.00014378,-1.5103e-005,-5.997,0,0.0059208
0,0,0,0,0,-0
-3.0297e-008,-0.00028957,-3.0458e-005,-6.005,0,0.011925
0,0,0,0,0,-0
-1.2295e-007,-0.00058332,-6.1522e-005,-6.0211,0,0.024023
0,0,0,0,0,-0
-29297,21.73,2.3043,-6.0535,0,-179.97
0,0,0,0,0,-0
-4.94,0.065858,-0.50945,-7.3666,-171.76,0
0,0,0,0,0,-0
-4.9393,0.065793,-0.50899,-7.3658,-171.76,0
0,0,0,0,0,-0
-4.939,0.06577,-0.50887,-7.365,-171.77,0
0,0,0,0,0,-0
-4.9389,0.065757,-0.50882,-7.3643,-171.77,0
0,0,0,0,0,-0
-4.9388,0.065749,-0.50881,-7.3635,-171.77,0
0,0,0,0,0,-0
-4.9388,0.065742,-0.50882,-7.3627,-171.77,0
0,0,0,0,0,-0
-4.9388,0.065737,-0.50883,-7.362,-171.77,0
0,0,0,0,0,-0
-4.9387,0.065733,-0.50885,-7.3612,-171.76,0
0,0,0,0,0,-0
2.2204e-016,-1.6653e-016,-1.1102e-016,-33.693,0,0
0,0,0,0,0,-0
0,-5.2736e-016,2.2204e-016,22.835,0,0
0,0,0,0,0,-0
2.2204e-016,-8.3267e-016,-1.1102e-016,-7.5952,0,0
0,0,0,0,0,-0
2.2204e-016,-1.9151e-015,0,0,0,0
0,0,0,0,0,-0
2.2204e-016,-3.636e-015,0,0,0,0
0,0,0,0,0,-0
0,-7.494e-015,-3.3307e-016,-2.545,0,0
0,0,0,0,0,-0
0,-1.4849e-014,-1.2212e-015,-4.7019,0,0
0,0,0,0,0,-0
2.2204e-016,-2.9643e-014,-3.1086e-015,-5.9871,0,0
0,0,0,0,0,-0
2.2204e-016,-5.9563e-014,-6.1062e-015,-5.8537,0,0
0,0,0,0,0,-0
-2.2204e-016,-1.1935e-013,-1.2323e-014,-5.8957,0,0
0,0,0,0,0,-0
2.2204e-016,-2.3909e-013,-2.498e-014,-5.9651,0,0
0,0,0,0,0,-0
0,-4.7884e-013,-5.0071e-014,-5.97,0,0
0,0,0,0,0,-0
0,-9.5957e-013,-1.007e-013,-5.9912,0,0
0,0,0,0,0,-0
0,-1.9228e-012,-2.0162e-013,-5.9865,0,0
0,0,0,0,0,-0
2.2204e-016,-3.8535e-012,-4.0423e-013,-5.9889,0,0
0,0,0,0,0,-0
-2.2204e-016,-7.724e-012,-8.1024e-013,-5.9888,0,0
0,0,0,0,0,-0
0,-1.5484e-011,-1.6245e-012,-5.9895,0,0
0,0,0,0,0,-0
2.2204e-016,-3.1045e-011,-3.257e-012,-5.9894,0,0
0,0,0,0,0,-0
0,-6.2254e-011,-6.5303e-012,-5.9887,0,0
0,0,0,0,0,-0
0,-1.2485e-010,-1.3098e-011,-5.989,0,0
0,0,0,0,0,-0
-2.2204e-016,-2.5044e-010,-2.6272e-011,-5.989,0,0
0,0,0,0,0,-0
0,-5.0243e-010,-5.2707e-011,-5.9891,0,0
0,0,0,0,0,-0
-2.2204e-016,-1.0081e-009,-1.0576e-010,-5.989,0,0
0,0,0,0,0,-0
2.2204e-016,-2.0232e-009,-2.1224e-010,-5.989,0,0
0,0,0,0,0,-0
2.2204e-016,-4.0608e-009,-4.2599e-010,-5.989,0,0
0,0,0,0,0,-0
-2.2204e-016,-8.1522e-009,-8.5519e-010,-5.989,0,0
0,0,0,0,0,-0
0,-1.6369e-008,-1.7171e-009,-5.989,0,8.5384e-007
0,0,0,0,0,-0
-2.2204e-016,-3.2872e-008,-3.4484e-009,-5.989,0,1.4789e-006
0,0,0,0,0,-0
-1.3323e-015,-6.6028e-008,-6.9265e-009,-5.989,0,2.7001e-006
0,0,0,0,0,-0
-6.2172e-015,-1.3264,2.091,-6.7682,44.601,0
-1.704,0,0,0,0,-0
0.63012,-0.28042,2.4126,-6.6303,50.126,0
-1.708,0,0,0,0,-0
0.45223,-0.31419,2.7533,-6.5106,56.259,0
-1.712,0,0,0,0,-0
0.18737,-0.34877,3.1014,-6.4168,63.059,0
-1.716,0,0,0,0,-0
-0.17994,-0.38334,3.4387,-6.3614,70.595,0
-1.72,0,0,0,0,-0
-0.66317,-0.41689,3.7386,-6.3632,78.937,0
-1.724,0,0,0,0,-0
-1.2704,-0.44809,3.9645,-6.449,88.159,0
-1.728,0,0,0,0,-0
-1.999,-0.47516,4.0696,-6.6602,98.338,0
-1.732,0,0,0,0,-0
-2.8295,-0.49553,3.9985,-7.0651,109.55,0
-1.736,0,0,0,0,-0
-3.7171,-0.50524,3.693,-7.7908,121.89,0
-1.74,0,0,0,0,-0
-4.5858,-0.49762,3.103,-9.1116,135.41,0
-1.744,0,0,0,0,-0
-5.3261,-0.46005,2.2036,-11.794,150.19,0
-1.748,0,0,0,0,-0
-5.8028,-0.36498,1.0172,-19.741,166.22,0
-1.752,0,0,0,0,-0
-5.8743,-0.14867,-0.36643,22.085,-174.96,0
-1.756,0,0,0,0,-0
-5.8038,-0.41453,0.8712,-25.447,167.66,0
-1.76,0,0,0,0,-0
-5.8341,-0.23932,-0.53937,23.929,-172.43,0
-1.764,0,0,0,0,-0
-5.8174,-0.47881,0.68961,-34.776,169.25,0
-1.768,0,0,0,0,-0
-5.7856,-0.37873,-0.75373,26.68,-169.13,0
-1.772,0,0,0,0,-0
-5.833,-0.57278,0.46249,38.922,0,170.59
-1.776,0,0,0,0,-0
-5.7039,-1.2765,0.50241,21.485,0,162.34
-1.78,0,0,0,0,-0
-5.4387,-1.952,0.62091,17.646,0,153.12
-1.784,0,0,0,0,-0
